text,sentiment
melalui program mobilisasi vaksin komuniti   movak  usaha akan diperluaskan lagi ke kawasan pinggir bandar  luar bandar dan ladang  ikuti berita lanjut dalam paparan klip video di bawah  sumber   berita rtm  <URL>,0.0
<USERNAME> kami tidak butuh vaksin  kami butuh beras  kami tidak mati karena terpapar  tapi mati karena lapar terkapar  tolong bantu kami bu  pak  negeri ini akan selalu kena bencana  selama air mata fakir miskin masih menetes karena teraniaya kelaparan  allahu akbar  azab allah bagi orang kaya,1.0
dah <NUM> tahun dengar takbir raya berkumandang  tapi takboleh balik kampung  jangan la politik jam  buat bagi kes covid ni turun   amp  cepat sikit proses vaksinasi  aku dah lama takbalik makan masakan air tangan mak aku ni ,2.0
geng vaksin t <URL>,2.0
@YuniTabriz krn cina unya vaksin sinovac miski disana tdk di pakai,2.0
liat berita tiap hari selama ppkm sekitar an bahkan lebih  tka tiongkok masuk ke indonesia via bandara soekarno hatta tujuan kendari  manado  morowali dan tanpa protokol  yakin indonesia lagi baik saja  ,2.0
fix mau pindah dbs ajaa  ppkm cepet atuh berlalu biar bisa ke mall mau bikin dbs  <URL>,2.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> monggo pak  main ke ta  siaaappp  pokoknya  ini masih mulai musim  setelah ppkm kami tunggu  hehe  ,2.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> strategi salah sejak dari komandannya   selama dia yg memimpin  jangan berpikir kasus covid  <NUM> berakhir  yg terjadi saat ini adalah tindakan dia selama <NUM> bulan sebelumnya  apa yg akan terjadi <NUM>  <NUM> bulan  lihatlah yg dilakukan saat ini  paham   <URL>,1.0
senantiasa mengingatkan pentingnya prokes m agar terhindar dari covid   <NUM>           <URL>,2.0
<USERNAME> ada dicucuk vaksin   kan yg ada comorbidities diutamakan utk vaksin  ,2.0
  selamat hari raya idul adha  semoga keberkahan selalu dilimpahkan untuk kita semua  dan semoga pandemi segera berakhir bagi umat manusia diseluruh dunia   aamiin   <URL>,0.0
<USERNAME> banyak corona ,2.0
<USERNAME> mgkn terinspirasi dr jajanan emak yaitu ayam geprek  ada level sedang sampe pedes banget     intermezo aja ini mah  serius melulu bikin  stres   amp  imun turun  apalagi pas lg sakit  klo lbaca kbr tntg corona menambah rasa parno  ,1.0
mengapa keparahan gelombang baru covid  <NUM> tak merata di dunia  <URL> <URL>,2.0
jelaskan perpanjangan ppkm  luhut  kita pakai level <NUM>  <NUM> saja  bukan darurat  <URL>,2.0
demokrat  pemerintah jangan peras keringat rakyat dengan alasan vaksin gotong royong  <URL> <URL>,0.0
nganter simbah mandi laut  katanya biar nggak kena corona  <URL>,2.0
mengsedih bgt nunggu dpt antrian vaksin  mna gw dh daftar di <NUM> tempat tapi dua dua nya ngasih janji palsu trs,2.0
<USERNAME> haha  ppkm mata pelajaran baru ya,2.0
ppkm darurat sudah tepat cegah penyebaran covid  ppkm basmi covid <URL>,2.0
"@winantisri11 @Corona_KafirNw @kyai_marufamin Gak akan ada tobatnya, kuburan udah menganga",2.0
kalo ppkm beneran diperpanjang sampe <NUM> minggu gatau lagi dah   ,1.0
<USERNAME> <USERNAME> walau saya ga ada kajian ilmiahnya  anda percaya gak kalo ayah dan ibu saya terjangkit covid setelah acara pernikahan adik saya karna pada hari itu berkerumun  padahan rata tamu menggunakan masker  ,1.0
saking sepi nya kalau di chat orang bales nya plg lama <NUM> menit doang  butuh temen ngobrol aja  suntuk ppkm,1.0
hallo kawan jm  patuhi protokol kesehatan untuk memutus penyebaran covid  <NUM>  buat kawan jm yang beraktivitas dimanapun dan kapanpun jangan lupa untuk m ya  yuk bersama  sama kita cegah penyebaran covid  <NUM>  <URL>,0.0
pbma pahami kebijakan perpanjangan ppkm darurat jawa  bali <URL>,2.0
lupa liat jadwal  tiwas bangun pagi ehh ada kabar guru pada vaksin  agak kesal,2.0
tim penyekatan gabungan melaksanakan penyekatan di dtw jatiluwih  penebel  tabanan  hal ini bertujuan untuk mengurangi mobilitas masyarakat saat ppkm darurat berlaku  untuk memutus mata rantai penyebaran covid  <NUM> di wilkum polres tabanan  <URL>,2.0
selama bbrp dekade terakhir  vaksin tipe inactivated telah dilaporkan aman utk wanita hamil  contohnya  uji klinis vaksin influenza inactivated di nepal trhdp <NUM>  <NUM> wanita hamil menunjukkan bhw vaksin ini berhubungan dg penurunan relatif insidensi flu  like syndrome sebesar <NUM>  ,2.0
gerakan lawan covid  <NUM> kali ini terdiri dari sejumlah kegiatan  yaitu penyemprotan desinfektan  vaksinasi massal untuk lansia  umum  dan pelajar  swab antigen covid  <NUM> dan donor plasma konvalesen,2.0
menteri pupr targetkan dukungan prasarana olahraga pon xx papua selesai akhir juli <URL> ppkm pulihkan negeri,2.0
Wes wes ini PPKM sangat sangat Dzolim Dzolim &amp; Dzolim,1.0
 sebelum gt tambun masuk dan gt cibatu masuk diberlakukan penyekatan ppkm darurat secara situasional  ,2.0
selama ppkm darurat  semaksimal mungkin kita tetap di rumah  jika mendesak untuk keluar rumah  kita harus menaati protokol yang berlaku  sayangi diri kita patuhi pemerintah sabar dan prihatin juga di sebut ikhtiar   yakin ini berlalu  <URL>,0.0
belajar bersyukur banget selama pandemi ini  bahkan untuk hal sederhana  <URL>,1.0
takut banget sodara gua pada kena covid,1.0
"Bentar lagi vaksin,,
semoga efek sampingnya lapar aja ga greges, capek sakit teros🤣😭",0.0
sobat jatim  yuukk simak   dinamika jawa timur  senin  <NUM> juli <NUM> pukul <NUM>  <NUM> – <NUM>  <NUM> wib dengan tema  meminimalkan dampak ppkm darurat di sektor perdagangan dan industri  <USERNAME> <USERNAME> <USERNAME> <URL>,0.0
"PPKM cuma program buang badan negara dari tanggung jawabnya..
#PresidenGagalWajibDiganti
#PresidenGagalWajibDiganti",1.0
ppkm darurat koramil <NUM> dan polsek wirosari gelar operasi yustisi dan membagikan masker guna memutus rantai penyebaran covid  <NUM> di wilayah kec  wirosari  kab  grobogan  <URL>,2.0
bhabinkamtibmas kel  pasiran bripka  efesus menyampaikan ppkm darurat dan saber pungli  <USERNAME>      polres singkawang   salam jkk <URL>,2.0
ayo kompok bro  jangan saling tuduh dan tuding terkait penangan covid  tetaplah tenang untuk membasmi covid dari indonesia  <URL>,0.0
berita virus corona data <NUM> negara <NUM> <URL>,2.0
gubernur papua diduga menyalahgunakan dana otsus  yuk disiplin ppkm <URL>,2.0
<USERNAME> benar dok  walau sudah lockdown  saat lockdown   ppkm dibuka   tdk ada jaminan kasus tidak naik  memang harus preventive   imun dan protkes  hanya edukasinya berat sekali ya  ,1.0
bagi brosur biar ga lupa sama prokesnya  yuk musnahkan virus covid  <NUM> bersama <URL>,0.0
"@chatimers Iya sih meskipun dibuka, tp lebih ketat aturannya. Full vaksin lagi.",0.0
"Kami sudah di titik jenuh dan bingung bagaimana kami akan bekerja di tengah wabah pandemi ini, di terapkan sistem lockdown - PSBB - PPKM mikro - PPKM darurat, kami belum menemui titik terang apakah ada solusi bagi kami dimana sama"" menguntungkan antara pemerintah dan masyarakat.",1.0
kasus tanah munjul  psi dukung rencana kpk periksa anies dan dprd dki <URL> ppkm pulihkan negeri,2.0
<USERNAME> <USERNAME> <USERNAME> saya masih gak paham  orang yg sdh kena covid  kenapa masih harus vaksin  vaksin kan agar antibodi terbentuk  terus yg kena covid antibodinya juga terbentuk  ,1.0
<USERNAME> covid gang jaja,2.0
orang yang bagi vaksin kosong adalah pengkhianat negara  orang yang jual slot vaksin juga adalah pengkhianat negara  how lo can you go  ,1.0
<USERNAME> kau dah maim vaksin ke  ,2.0
Mahasiswa Bersinergi dengan Polri Gelar Vaksinasi Massal Covid-19 https://t.co/robFnzSQgB,0.0
klinik kimia farma layani vaksin corona  berikut ini lokasi dan harganya <URL>,0.0
<USERNAME> bikin juga dong ppkm ala skripsi,2.0
tuding vonis habib rizieq pesanan cukong  pa <NUM> kena ‘skakmat’ uni irma  <URL> ppkm lindungi keluarga,2.0
sabar dikit lagi mar  bisa lewatin krisis ini bakal jadi sebuah pencapaian  jadi warga asing   amp  ikut kena krisis covid  bukan sesuatu hal yang semua orang bisa lakukan  ,1.0
<USERNAME> vaksin sambil liat sapi dipotong,2.0
novavax <NUM>  efektif cegah covid  <NUM>  yuk disiplin ppkm <URL>,2.0
<USERNAME> <USERNAME> mjb benr nder gaenak banget cari duit pas ppkm gini susah  kasian sama pedagang pedagang kecil yang dagangannya gahabis karena ppkm  yang kayak gini keknya gaboleh dibercandain deh sorry ya kalo ada yang salah,1.0
lahhhh  kudu blajar ame kite die  kartu vaksin bisa buat tuker bansos  <URL> <URL>,2.0
ppkm  nu sanmori asa dibere jalan anying,1.0
<USERNAME> halo min  update kebijakan kai commuter selama ppkm yang diperpanjang ini dong  apakah masih sama dengan kebijakan sebelumnya  ,2.0
<USERNAME> <USERNAME> cek <USERNAME> atau searching vaksin jogja,2.0
<USERNAME> iyaa dong fair aja  bukan ga percaya  tp juga bukan nentang  gapernah bahas covid karna emg gamau aja,1.0
"💙 Guys, aku capek banget ga bisa kerja selama ppķm ini dan ga ada penghasilan. Semangatin dan doain aku supaya dapet kerjaan baru ya. Makasih semua",1.0
Ya Allah malas banget adek w minta temani vaksin 😩,2.0
semangat banget mau vaksin  jadwal jam <NUM> dateng jam <NUM> <URL>,2.0
<USERNAME> pemerintah jgn sampai kalah dgn idi   amp  bp pom  jgn sampai kalah dgn broker   amp  mafia obatan  rakyat jgn sampai menunggu sampai akhirnya mati krn pandemi ini  krn pemerintah kalah oleh mereka  jgn terlalu terikat aturan disaat darurat spt skrg  ,1.0
<USERNAME> ppkm di jawa bali dan kejadiannya di sulawesi selatan  selain di jawa bali tidak ppkm  <URL>,2.0
<USERNAME> <USERNAME> <NUM> dose ke  sbb sy dpt vaksin pfizer tp baru st dose  dekat kad vaksin tulis sampai <NUM> dose je,2.0
 tetap patuhi marka jaga jarak  tidak makan  minum dan berbicara secara langsung maupun melalui telepon genggam untuk mendukung upaya pencegahan covid  <NUM> saat berada di commuterline  <URL>,0.0
pandemi khatam mli tambah sesat,2.0
<USERNAME> wajar vii nangis  apalagi lu cewe aku aja sekarang ini ade sama ibu lagi pada kena covid bawaannya g karuan mulu semoga adikmu cepet sembuh ya  aamiin,2.0
<USERNAME> saya rasa mereka tidak hanya mengandalkan vaksin  pengobatan cina telah berusia ribuan tahun dan kaya pengalaman dan perbendaharaan  ,1.0
Kepala Staf Kepresidenan (KSP) Moeldoko meminta masyarakat mendukung program vaksinasi gotong royong individu alias vaksin Covid-19 berbayar. #TempoNasional https://t.co/emSASRdUTf,2.0
<NUM> nnti vaksin  harap tak suntik angin je,2.0
gabungan tim satgas covid  <NUM> kecamatan bendosari  melaksanakan operasi yustisi dan pastikan pelaksanaan ppkm darurat dapat dipatuhi semua warga guna menekan penyebaran covid    <NUM>  <NUM>  <NUM>      <URL>,0.0
hm thnbulan gaketemu  tbtb diajakin main tapi gajadi bcs ada ppkm mendadak  aku gapapa beneran gpp bgt  semoga aja dipertemukan di waktu terbaik aamiin,2.0
semakin banyak istilah semakin ngawur pemerintah bertindak  menutupi kegagalan sampai segitunya  <URL>,1.0
diceramahin tentang pandemi gini,1.0
ijin tanya  ticket sy tgl juli  apakah sy bs melakukan vaksin di kno hari ini  <URL>,2.0
ppkm efek ya   ti ati besok bisa koreksi <URL>,2.0
we finally beat covid alhamdulilah,2.0
<USERNAME> <URL>  baca ni ya  salah <NUM> contoh kebaikan vaksin  bdn org ni lain  mcm anak la  bg mkn sama  didikan sama  tp hasil lain  perangai lain  yg hadap je tahu brp bnyk warga emas yg tselamat dr kematian sb dh vaksin walopn ter  ve sb jgkit dr anak,1.0
<USERNAME> dirumah ajaa karena kampungku meniadakan sholat ied jamaah di masjid bcs kasus corona disini lagi banyaknya,1.0
<USERNAME> <USERNAME> anak covid pasti bergembira  subuh c gitu jam <NUM> langsung c   versi lain dari kelas online,2.0
<USERNAME> <USERNAME> oh sama ya  kyknya emang kita harus jaga kesehatan dulu aja ya  kmrn di rsia aulia jg aku tanya agustus baru buka lagi mba untuk vaksin tahap pertama,2.0
"Ngescroll twitter pengen cari quote atau gambar2 yg lucu, yg bikin happy, tp niat itu kandas krn sepanjang 50 twit yg kuscroll isinya dampak sedih dr pandemi huhu :((",2.0
<USERNAME> ppkm  pas pingin kerjo mogok,2.0
<USERNAME> <USERNAME> kenapa energi tidak diarahkan pada narasi ilmiah soal efikasi vaksin  edukasi prokes untuk menyelesaikan masalah,1.0
<USERNAME> <USERNAME> sekarang udah kayak gini bahkan banyak yang meninggal duluan sebelum sempat kedapetan penanganan rs apa mau dikata  kabur kemana itu orang yang suka koar koar kalo rs yang justru bikin pasien covid pada meninggal  ,1.0
mau pandemi selesai  selama ada org egois macem gini sih emg susah ya  jangankan pake masker  mrk aja berani ngerampas hak udara bersih org byk coba  <URL>,1.0
"pls dong guys, stop sebar hoax soal covid. PUSING GUYS AKU TIAP HARI HARUS COUNTER ATTACK SEMUAAAA VIDEO HOAX YG DITONTON BAPAKKU 😭😭😭😭",1.0
masyarakat mendukung percepatan penanganan covid  <NUM>  sinergitas antara lembaga pemerintah bantu percepatan penanganan covid  <NUM> ppkm pulihkan rakyat <URL>,2.0
himbauan khatib sekertaris pcnu kota blitar dalam rangka ppkm darurat di wilayah kota blitar      <URL>,2.0
<USERNAME> pak <USERNAME> tolong pak kampanyekan wajib vaksin pak  please pak  jumlah yang sadar pakai masker sudah jauh lebih banyak daripada sadar vaksin dan ketersediaan vaksin  ,2.0
<USERNAME> <USERNAME> vaksin buat monyet  anjjng dan babi emang ada efek samping nya  ga cocok buat lu <USERNAME>,2.0
<USERNAME> maaf kak  titip ya donasi   bca  <NUM> an  dede mayantika untuk anggita yg masih butuh perawatan  bapak nya cuma skedar kuli bangunan  sampe sekarang belum kerja di tambah situasi pandemi gini  mohon sedikit bantuan y   do  a serta retweet y ya kak <URL>,0.0
boleh ngewe asal pakai kondom    <URL>,2.0
dampak ppkm darurat  ri sulit capai pertumbuhan ekonomi di atas <NUM>  <URL>,2.0
"Yang sabar! Gak online, nunggu Dinkes Semarang ke sekolah https://t.co/RBQXwtTbLO",2.0
<USERNAME> itu pejabat yg korupsii dana covid tolong lah dimiskinkan untuk bayr keperluaan bgni  ,1.0
trus vaksin yg lain cara kerja gimana  <URL>,2.0
kegiatan penertiban ppkm darurat kota singkawang polsek singkawang barat  <USERNAME>      polres singkawang   salam jkk <URL>,2.0
<USERNAME> <USERNAME> dibantai gimana to   sy x vaksin masi hidup,2.0
"Indonesia Pecah Rekor, Kasus Baru Covid-19 Tembus 54.000 https://t.co/4GH0UZtl36",2.0
twk seleksi pegawai kpk sudah sesuai undang – undang  ppkm basmi covid <URL>,2.0
<USERNAME> ogah banget gw di suntik vaksin buatan china,1.0
lockdown   ibukota baru   <URL>,2.0
"benci bgt sm org2 yg saat ini msh main2 keluar, selama covid gue keluar brg2 yg lama gt paling kerkel anjir. trs skrg msh bnyk yg keluar main2 gjls, definisi anak gaul tp gaada otak",1.0
<USERNAME> <USERNAME> dan tiap individu pasti punya   efek samping  yang berbeda  ada lho yang abis vaksin tapi gak ngerasain efek apa²  ada juga yang ngerasain meriang mual pusing dll  kan ada batas waktu efek sampingnya  kalau dirasa makin parah bisa kontak hotline yang tertulis di kartu vaksin,1.0
ppkm terus njuk kapan sek iso kencan  ,2.0
<USERNAME> pemerintah udah ngasih vaksin gratis sebagai upaya penangan c  ok di sisi lain emang masih ada yang belum bagus kayak ppkm dan sebagainya  tapi jangan diliat hitam putih lah  kalo emang gamau divaksin ya kasih data ilmiah atau berita yang valid tentang vaksin dan kematian,1.0
<USERNAME> <USERNAME> <USERNAME> emm kebutuhan negara juga banyak bukan  seperti pembangunan  hutang negara membayar bunga   fasilitas lain  uang pendidikan  trs mengatasi pandemi selama <NUM> tahun  juga tidak sedikit apalagi warga indonesia berjumlah <NUM>  juta   data <NUM>  jadi tidak bisa  cnt,1.0
setelah selama kurang lebih dua tahun berusaha bertahan menghadapi kondisi tak menentu akibat pandemi covid  <NUM>  kini mereka menyatakan sudah tak sanggup lagi  ,1.0
<USERNAME> <USERNAME> ketularan masal karena warganya ngelayat orang meninggal yang gejala covid yang hasil testnya belum keluar  heran kok masih nekat ngelayat  doa dari rumah aja deh cukup kalau begitu kondisinya  ,1.0
<USERNAME> <USERNAME> <USERNAME> dr awal pandemi pemerintah sdh ajak masyarakat berwisata sampe sewa influencer dan mentrinya joget ubur kok kak ,2.0
kelonggaran bagi mereka yang diberi vaksin sepenuhnya akan segera diumumkan   <URL> putrajaya  kelonggaran sekatan bagi mereka yang telah diberi vaksin sepenuhnya akan diumumkan tidak <URL>,2.0
"POLLING RAKYAT
.
.
Apakah ngana SETUJU jika Kompleks Parlemen @DPR_RI / @mprgoid dimanfaatkan untuk dijadikan RS DARURAT Covid...?

*cc
@KemenkesRI",2.0
pemerintah siap salurkan dana bansos di masa ppkm <URL>,0.0
"Makan tuh PPKM..

Bikin kebijakan kok pinter bgt ..

Percuma kan cegat²in orang dijalan kasusnya gak reda&amp;ekonomi juga gak pulih...

Tebir bgt idup di Irlandia selatan ... https://t.co/oZjYLytcUr",1.0
<USERNAME> saya justru khawatir   mereka  yg meninggal bukan karena covid   tetap  divonis kategorikan sebagai  korban covid <NUM>  ,1.0
wach  ide bagus nanti ada arisan vaksin premium <URL>,2.0
@idextratime Arsenal mending berubah jadi relawan covid aja @adzinfitra_,2.0
<USERNAME> apakah dgn mintaa maaf akan menghentikan corona  knp   ach sudahlah,2.0
  berikut mekanisme pelaksanaan pelayanan penerbitan sim di satpas polda metro jaya dalam masa pemberlakuan ppkm darurat  via <USERNAME> <URL>,2.0
<USERNAME> boleh ayo jangan tunda vaksin,2.0
<USERNAME> pasalnya aja utk sanksi bagi pelanggar uu kekarantinaan saja yg dicomot  sedangkan pemenuhan kebutuhan hidup bagi rakyat selama ppkm tdk dipenuhi  ,1.0
<USERNAME> apalagi masjid warna biru nekat abaikan anujaran pemwrintah tunggu umatmu <NUM> minggu lagi panen covid jangan kaget kalau <NUM> minggu lagi bayak yg dikubur  ,1.0
sinergitas tni  polri bersama sat pol pp dan dishub tabanan melaksanakan penyekatan ppkm darurat  untuk memutus mata rantai penyebaran covid  <NUM> di wilkum polres tabanan  <URL>,2.0
papua maju bersama otsus  ppkm pulihkan negeri <URL>,2.0
sehat dan selamat ayo patuhi ppkm darurat  <USERNAME> <USERNAME>    <URL>,0.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> od obat  pernah kena covid  pernah mati karena od obat  percaya sama kata  kata dokter yg odgj itu  yakin percaya setelah lihat statusnya dia ini  atau nunggu keluarga lo mati kena covid dulu baru percaya  kayak orang ini yg kehilangan ayahnya  <URL> <URL>,1.0
Aku punya stress lockdown sampaikan duit tinggal ciput je bawah rm100 ada 3 minggu lagi nak dapat gaji ni cibai punya kerajaan anjing,2.0
dan lagi  buka wa grup keluarga  kami kehilangan saudara kami lagi   ayok vaksin lah memang hidup dan mati itu allah yang menentukan  tapi ikhtiar dulu kan bisa  ,1.0
"Saat ""obat"" covid udah masuk ke deretan iklan di IG 😳 https://t.co/OoSBvUr8eD",1.0
<URL>  yang terpapar    <NUM>  vaksin x   <NUM>  vaksin x   <NUM>  blm vaksin,2.0
daripada jumlah itu <NUM>  <NUM> merupakan vaksin pfizer  <NUM>  <NUM> sinovac dan baki <NUM>  <NUM> astrazeneca  <URL>,2.0
"Vaksin kedua nih pake vaksin sapi apa yaa, kok sakit sih anjir",1.0
kalau kasus covid  <NUM> menurun  presiden jokowi  ekonomi dibuka bertahap <NUM> juli <URL>,2.0
"Jangan ragu untuk divaksin
Vaksin covid-19 aman dan halal

#BersatuLawanCovid19
#NegeriPulihDenganVaksin
#LawanCOVID19
#Vaksin
#NewNormal
#IndonesiaPulih https://t.co/GRTtIezadp",0.0
anggota polsek telagasari aiptu asep dan bripka naan melaksanakan giat patroli rutin antisipasi kriminalitas malam hari kontrol bank bri talagasari sampaikan kebijakan dalam ppkm darurat dan ingatkan tentang prokes kepada satpam  <URL>,0.0
luhut dilema soal ppkm darurat  pilih ekonomi atau kesehatan rakyathttps  https  t  co  neuzyyjek <URL>,2.0
pecah telor pertama kali lebaran bangun siang  ga mandi dan ga ngapain emg dasar pandemi wkwkwkwkw,2.0
tetap kuat saat ppkm darurat bersama kita lawan pandemi tetap tenang dan patuhi protokol kesehatan yang berlaki tetap jaga kesehatan jaga diri jaga keluarga dan jaga sesama <URL>,0.0
kasarannya gini  kalo skrg covid bisa membunuh banyak orang dewasa dan lansia  terus yg tetap bertahan hidup itu cuma remaja dengan keegoisan  ketidakpedulian  ketidak gotongroyongan  dah lah pikir sendiri gimana jadinya bumi ini  ,1.0
@HamchiKiyon Emang benci bgt ama orang macem gini pengen enak sendiri disaat lg banyak orang membutuhkan harus tertahan karan lg PPKM,1.0
ini keluarga urang apa  apa tentang covid di share ke grup wa  tanpa   fact check  dulu  jadinya ini ada ratusan informasi yang saling bersebrangan satu sama lain  mana yang fakta dan mana yang   hoax  jadinya blur  ,1.0
mau vaksin tapi daftar dimana² blm ada panggilan ae  se gercep apapun daftar  tulisannya udah full  udah ada ikhtiar yg penting <URL>,2.0
<USERNAME> wah mungkin dikira vaksin ya,2.0
ini pandemi atau indomi  kok pake levelan  <URL>,2.0
"@mujamsoo @arkana_jr @0X1LOVEKAI @FaradibaM1 @Stine_n_goshya @badlucky_013 @susipudjiastuti Saya tmasuk yg tidak bisa diberikan vaksin krn masalah riwayat kesehatan, lalu saya minta suket tidak bs diberikan vaksin yg dilengkapi dg ss/print screen data kita dr aplikasi pcare sbg lampirannya.",0.0
satgas penyekatan melaksanakan kegiatan penyekatan di pos pacar dalam rangka pelaksanaan ppkm darurat dan operasi aman nusa ii polres pekalongan kota <URL>,2.0
ppkm putar puter ketolak melulu  inilah yg saya hadapi ketika bapak saya sakit mencari rs  akhir nya  apak saya meninggal d perjalanan  semoga lebih bijak lagi rs dlm menangani pasien yg sdng kritis  tidak sekedar menolak tapi d tangani terlebih dahulu  ,2.0
semangat pagi untuk menghadapi virus  yg terserap covid   <NUM>  ,0.0
cerita pengalaman toriq isoman <NUM> hari usai terpapar covid  <NUM>  <URL>,2.0
<USERNAME> terus lawan rakyat di ppkm warga cina bebas masuk,1.0
who ngekritik vaksin berbayarnya indo gak tuh  indonesia pemerintahnya berkiblat ke mana ini wkkwkwk,1.0
<USERNAME> ppkm tapi ga dikasih makan  ,2.0
<USERNAME> masih tetap ngotot utk melanjutkan pembangunan infrastruktur dikala pandemi covid  <NUM> merajalela serta ditengah keuangan negara yg menghadapi tekanan berat adalah tindakan yg tidak bermoral  rakyat butuh makan bukan beton   ,1.0
terbelenggu target pertumbuhan ekonomi  terkapar di penanganan pandemi <URL>,1.0
<USERNAME> iya cb deh  etapi ppkm gatau mr diy buka apa engga,2.0
dari sekian banyak jokes akronim ppkm  ini yg paling nyata ಥ  ಥ <URL>,2.0
"Ini yang dilakukan Astra Honda Motor saat PPKM Darurat.

#kabarotocom #AHM #PPKMDarurat https://t.co/56yWGM0ouK",2.0
<USERNAME> udh ppkm  lanjut lockdown  ters aja gtu,2.0
grup whatsapp kantor isinya antara yg positif covid atau kabar duka  bener  bener lagi gak baik  baik aja   ’  ,1.0
ksad  besok pagi rumah sakit lapangan rspad sudah bisa merawat pasien covid  <NUM> <URL>,2.0
semoga indonesia segera terbebas dari covid <NUM>  aamiin  <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <URL> <URL>,2.0
<USERNAME> dia ade vaksin pfizer <NUM> dos  tak kritikal pun kuarantin kat rumah <NUM> hari je,2.0
ppkm  pagi pagi kena mental,2.0
<USERNAME> mau vaksin pdhl gue udah rekor sebulan lebih ga keluar,1.0
polsek selopuro polres blitar melaksanakan operasi yustisi dan pembagian masker guna pencegahan covid  <NUM> dan peningkatan ppkm darurat  amanusa jilid <NUM> di wilayah kecamatan selopuro kabupaten blitar       <URL>,0.0
cerita pelajar di riau ikut vaksinasi covid digelar bin  jarumnya tak sakit  ppkm pulihkan indonesia  <URL>,2.0
ini di yunani  yunani hadiahkan uang tunai  dan data seluler agar warganya mau di vaksin    <URL>,0.0
<USERNAME> settingan kak  yg disuntikan ke lengan sy bukan vaksin melainkan sirup marjan,2.0
Flu jaman sebelum ada vaksin dan obat juga bikin orang sampe meninggal kok.,1.0
alaa kalau tau bangman vaksin kt sini baik tunggu sikit smlm utk ajak selfie <URL>,2.0
<USERNAME> <USERNAME> udah vaksin ke <NUM>  biasa saja  yg penting   salah satunya  ga ada darah tinggi  bkn penyintas,1.0
pasal bagi bantuan pun nak bergaduh  boring sgt kot lockdown dekat malaysia ni  ,2.0
ternyata bukan cuma pemerintah yang menerapkan ppkm kamu juga  pernah perhatian kemudian menghilang,1.0
ppkm darurat bikin <NUM> calon pasangan di probolinggo tunda nikah  takut swab test <URL> via <USERNAME>,2.0
<USERNAME> pagiii  semangat vaksin nyaaa  ,2.0
<USERNAME> <USERNAME> <USERNAME> itu vaksin berbayar dari perusahaam bumn  kalo vaksin gratis dari pemerintah  bisa bedain gak  kalo mau gratis yaudah pake yg dari pemerintah  ribet amat rakyat miskin yg gak mau antre,1.0
hadiri gerai vaksin presisi polri yang akan dilaksanakan pada   hari   jumat tanggal   <NUM> juli <NUM> jam    <NUM>  <NUM>   <NUM>  <NUM> wita tempat   sman <NUM> marga  desa kuwum  marga tabanan  ìnasicovid    <URL>,2.0
"Cepatlah semua dapat vaksin, nak balik Ipoh 😔",2.0
dr tifa tidak antivaxx  ikhtiar beliau hanya memilih vaksin merah putih krn prosedur lebih bagus sampling dr tubuh kita²  yg saya juga setuju  jangan pakai alasan beliau hny karena penjelasan   natural herd immunity vs  artificial  <URL>,2.0
"Serma Sumarno Koramil Pedan Kodim 0723/Klaten beserta 2 anggota bersama Gusgas Kecamatan Pedan melaksanakan kegiatan Patroli Penegakan PPKM Darurat Di Wilayah Kecamatan Pedan.
#Kodim0723Klaten
#Korem074Wrt
#KodamIVDiponegoro https://t.co/6Yi2qWsHHI",2.0
yang lagi dirumah  tenang aja  pemerintah sediakan bansos selama ppkm  yuk disiplin ppkm <URL>,0.0
@AbuMuhHafiz @RantyCapung @Dennysiregar7 (((Vaksin adalah obat))),2.0
"Pagi pagi mamah ditelpon temennya yang dapat jadwal vaksin hari ini. Terdengar mamah bicara ""Ngga papa, vaksin aja, aku aman vaksin, pas kena covid malah jadi gak perlu ke RS, cukup isoman, vaksin bikin lebih kuat, tenang aja"" intinya seperti itu. Mamahku kereeeen 💪❤️",0.0
<USERNAME> thank u  lo udh vaksin  ,2.0
hari ini di vaksin takut bgd,2.0
nenek den alhamdulillah <NUM> vaksin siang duriang petang  takdahal  <URL>,2.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> setuju  emang dari awal pemerintah pusat tidak serius dalam menangani covid ini  ,1.0
<USERNAME> <USERNAME> puji tuhan  oh iya  sdr <USERNAME>   <USERNAME>   <USERNAME>   <USERNAME>   apakah sdh vaksin covid  <NUM>  menurut sy vaksin tsbt perlu  terlebih lagi ketika terpapar covid  <NUM>  saya   amp  keluarga tlh vaksin covid   sinovac  mendukung program pemerintah  hingga saat ini  aman  ,2.0
<USERNAME> ditunggu   aku positif covid  nya ya  ,2.0
<USERNAME> <USERNAME> karena corona sihh bingung mau ngapain  liat story mas  tetangga tentang mb dits lama  jadi kepo dan sampe bener bener sayang sama mereka  agak telat sihh sebenernya sn debut <NUM> mei aku ngestan awal bulan juni nya ,1.0
