text,intent
peningkatan kes covid  <NUM> di dalam negara akhir akhir ini menuntut pengorbanan seluruh rakyat malaysia agar bersatu hati untuk mematuhi segala sop yang ditetapkan demi untuk mengekang penularan wabak tersebut  ,3.0
ini seblak pake level segala  <URL>,4.0
<USERNAME> <USERNAME> itu karena orang disekelilinglu udah vaksin tolol makanya kebentuk herd imunity  makanya elo masih bisa sehat   coba elu dikumpulin jadi satu sama orang orang yang nggak divaksin teris kena penyakit diatas    dijamin mati blog,0.0
berita virus corona data <NUM> negara <NUM> <URL>,4.0
<USERNAME> <USERNAME> nyonya <USERNAME>  si cantik centil ini sok pintar  lupa dia kalau <USERNAME>  sudah tau duluan tentang sop nya  ini  karena pabrik vaksinnya di sana pasti menjelaskan apa  apa tentang vaksin ini  kalau  itu     ,0.0
<USERNAME> ppkm memberi kesempatan kpd sy untuk menonton serial berita ikatan pandemi  serem juga sih  meski kebijakan juga muter  muter  ,4.0
negara beli vaksin pake uang negara ke luar negeri  yg untung ya perusahaannya  makanya skr kita beli juga dr bumn  biar negara kita dapat uang juga  kita gotong royong bantu negara  kalo bukan kita  siapa lagi coba  ,1.0
<URL>  ustaz das  ad latief menjelaskan mengapa rumah ibadah  seperti masjid  tutup dan pasar boleh buka selama ppkm di pulau jawa dan bali  ,3.0
dunia sedang tidak baik  saja pandemic covid masih berlangsung myanmar sdg kekurangan oxygen bottle  australia masih sebagian lockdown  suhu sbagian kota di spanyol mencapai c  usa vs china perang dagang  lebanon diujung collapse  italy juara eropa,1.0
"rencana ppkm ditambah jadi 6 minggu, wtf man, i mean disaat keadaan kaya gini jualan aja gaboleh apalagi sampe 6 minggu, thats so fucking long dude, rezeki pedagang dari mana sat, mereka butuh bayar ini itu, kebutuhan mereka ga sedikit",0.0
<USERNAME> kenapa yg disalahkan kadrun  seharusnya pejabat lah yg punya kekuasaan wajib kau kritik  ingat negara kita masuk top <NUM> penyebaran corona di dunia  hangan salahkan kadrun  taliban atau saliban melulu  ,1.0
lu dukung ppkm karna lu kaya harta jing  sesetresnya lu diem dirumah lu masih bisa pilih lu mau makan apa sat  kalo ga suka sama orang yg melanggar minimal diem tot  kecuali itu orng lu kasih makan baru deh terserah lu mau tendang sampe lampung juga silahkan,1.0
ruu otsus  wapres pimpin badan khusus yang berkantor di papua <URL>  ppkm indonesia pulih <URL>,3.0
<USERNAME> <USERNAME> biarin aje bang  dikira logistik vaksin begini segampang beli nuget beku dari swalayan  <URL>,3.0
hidup   mati warga urusan warga  selain itu hanya statistik pemerintah  ppkm hanya menyengsarakan warga <URL>,3.0
<USERNAME> innalilahi wa  innallillahi raji  un  di probolinggo  <NUM> juli <NUM> meninggal bersama <NUM> orang serumah setelah di vaksin  <URL>,3.0
pemkot dan idi makassar bahas isolasi apung pasien covid  <NUM> <URL>,3.0
<USERNAME> di ituu  dah vaksin di penvil kan  ,4.0
selamat hari raya idul adha buat sanak family umat muslim semuanya  semoga pandemi ini segera teratasi ya sobat  aamiin ya rabb <URL>,3.0
#Tol_Jagorawi Simpang Ciawi KM 41 ( GT Ciawi 2 Masuk ) arah Kota Bogor DIBERLAKUKAN Penyekatan PPKM Darurat secara Situasional.,4.0
hmm jadi sebenernya bisa jadi aku pernah kena covid  tp krn sering nangis jd dah sembuh  <URL>,4.0
denger cerita <USERNAME> jd pgn vaksin bgtttt  ,4.0
gara  gara pandemi covid  <NUM>  garuda indonesia rugi rp <NUM>  <NUM> t di <NUM>    <USERNAME>  <URL> <URL>,3.0
<USERNAME> anda percaya vaksin  tp apakah anda percaya dr lois  ,4.0
<USERNAME> alhamdulillah di masjid ku juga semenjak pandemi selalu rapat shaf sholatnya,4.0
<USERNAME> dari yang ak baca itu juga bisa jd dari gejalanya si covid  pokoknya cepettt pulihh  banyak minur air putih trus janlupa berjemur yaa  jangan sedih sedih dulu biar imunnya naikk  janlupa minum vitamin jugaa  semoga cepat negatif yaa ,0.0
sakit ga si vaksin  tkut dah,4.0
orang orang terdekat mulai pergi gara covid asuu,4.0
ppkm meresahkan <URL>,1.0
semoga idul adha tahun ini menjadi kesempatan bagi kita untuk lebih meningkatkan empati  lebih ringan tangan untuk saling berbagi dan saling membantu ditengah pandemi covid  <NUM> ini  ,3.0
berita virus corona data <NUM> negara <NUM> <URL>,4.0
member excited dapat appointment vaccine  tapi tu lah  covid datang dulu,4.0
"boro2 jadi ke afaid lagi atau ke comifuro, semuanya gagal karena CORONA",1.0
<USERNAME> lagian ojol itu knapa pake demo segala sdh tahu pandemi jg,4.0
<USERNAME> hahahhaa  nk jupo bomoh ko cucuk vaksin,4.0
jalan jalan ke dki jakarta jangan lupa mampir ke pasar senen selamat idul adha untuk semua semoga pandemi cepat terhempaskan,4.0
tim satgas covid  <NUM> kecamatan bendosari melaksanakan kegiatan penertiban pelaksanaan ppkm darurat guna mencegah penyebaran covid  <NUM>    <NUM>  <NUM>  <NUM>      <URL>,3.0
<USERNAME> <USERNAME> breaking news  ppkm darurat diperpanjang sampai upin ipin masuk sd,3.0
ppkm darurat  ditetapkan oleh pemerintah pusat  dilaksanakan oleh gubernur  dibully oleh pengais gobanan <URL>,3.0
"@jokowi 𝐁𝐈𝐑𝐎 𝐇𝐔𝐊𝐔𝐌 𝐊𝐄𝐌𝐄𝐍𝐊𝐄𝐒 : ""Biaya VGR Karyawan/Individu 𝑮𝑹𝑨𝑻𝑰𝑺 / di tanggung Badan Usaha Penyelenggara (seperti CSR)."" - Opini: Bagus Lanjutkan bentuk CSR, biar gak ada yang bermain Bisnis Vaksin kepada Individu Langsung Dimasa Pandemi. @KemenkesRI @KemenBUMN https://t.co/eICaKFQhMU",2.0
<USERNAME> <USERNAME> ini juga jadi salah satu efek buruknya  mau ngejelasin apa kita kalo ternyata vaksin malah jdi bahan jualan  ,0.0
<USERNAME> <USERNAME> oo bkn begitu ya  mrk yg tdk vaksin akan kesulitan sdr beraktifitas  sbb waktu akandatang ditempat shopingmall  kantor dll yg berstandard internasional akan mewajibkn greenline yaitu yg bs masuk hanya org yg sdh terdata dg vaksin  ,0.0
<USERNAME> harapan itu kata lain bus antar kota antar propinsi harapan jaya artinya entah kapan berjayanya  krn semua bus masuk kandang jd sarang binatang krn ppkm,1.0
aku bukak tiktok  baca comment   perasan tak lepas ramai² cucuk vaksin ni kes makin naik  dulu elok je boleh <NUM> kes lagi  ah sudah  terus tutup hahaha  hindari kebodohan untuk ketenangan jiwa ,4.0
dear pemerintah  tolong bikin vaksin yang metodenya batu dicelupin ke air  supaya masyarakat kita percaya dan mau divaksin dengan sukarela  ,0.0
"Hampir-hampir 1,6 Th...
SEJAK AWAL WUHAN Pertama...
Buat Bercandaan.  
Tetapi TKA TIONGKOK bebas MASUK di SUDUT BUMI IBU PERTIWI SEJATI.
Hingga DETIK ini.. 
Apakah tidak ada yg Meng ANALISA.
Diantara TKA... ada yg menyebarkan VIRUS CORONA di UDARA Indonesia.
Cobalah sedikit MIKIR",1.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> tempat hiburan mlm pun serupa  trs kalau di kumpulkan berapa ribu karyawannya  mereka terpapar karena ppkm  jgn bicara sekarang bagi yg kerja ngk kerja dpt gaji mereka ora urus mau ppkm atau tdk   ngk ada ngaruhnya  anggaran stop yg untuk covid itu sih  amp  mulai di terapkan kartu vaksin,1.0
akibat pejabat pemerintah menolak mendengarkan pendapat ahli pandemi  <URL>,3.0
<USERNAME> abis vaksin <NUM> telat <NUM> hari  abis vaksin <NUM> telat <NUM> hari  ntah ada hubungannya ngga ma vaksin ,3.0
<USERNAME> semoga segera pulih  mau tanya mbak uda di vaksin  klo sdh  menggunakan vaksin apa,3.0
pemakaman pasien covid  <NUM> ditanggung negara  mestinya  dalam kerangka persamaan hak warga negara  kremasi jenazah pasien covid  <NUM> juga ditanggung negara  karena itu  sangat mendesak agar pemprov dki jakarta memiliki tempat krematorium sendiri  sumber  <URL>,3.0
<USERNAME> jika lagi sehat merokok ya gpp  tapi kalau cuma sakit batpil mah biasa  di sini yg positif covid malah yg sdh berhenti merokok bertahun  tahun  dan yg msh aktif merokok malah pada sehat  hasil tes negatif semuanya  ,0.0
"@axdwin Terberat oleh nakes skrg kelelahan sangat tinggi, apalagi teman di lapangan banyak yg ambruk, pasien terus membludak

Apalagi kalau keluarga positif, otomatis harus tanggungjawab urus mereka juga

Lelah + COVID = gejala berat-kritis,
RS Full, tdk dirawat, risiko meninggal tinggi",0.0
tetap jaga jarak disaat beraktivitas  dan selalu menjaga kebersihan agar terhindar dari namanya virus covid  <NUM>  <USERNAME>     <URL>,3.0
akhirnya gua dapet vaksin,3.0
pemprov tak masalah mui sumbar tolak peniadaan ibadah di masjid saat ppkm <URL>,3.0
<USERNAME> <USERNAME> <USERNAME> tidakah mba menyadari  kenapa allah subhaanahu wa ta  aalaa menurunkan wabah covid  perbanyak mendekatkan diri ke allah subhanaahu wa ta  aalaa mba    saran saya  tolong jauhi perkataan mencela  terhadap siapapun  dan saya berkata seperti ini berlaku untuk siapapun  <URL>,0.0
<USERNAME> tapi memang pm ada keluar statement pon lepas <NUM> dose vaksin boleh merentas negeri hurmm kes u  turn lah ni,4.0
<USERNAME> mohon info dok antibodi kuantitatif jika masih tinggi  apa boleh di vaksin dok  sdh lebih dr <NUM> bulan,4.0
selamat pagi  kami informasikan dalam rangka di berlakukannya ppkm darurat    bahwa terhitung mulai hari ini diberlakukan penyekatan di <NUM> titik dalam kota singaraja diantaranya     simpang banyuasri   simpang penarukan   taman bungkarno   patung bima <URL>,3.0
ku kira gak bisa nyium karna covid  ternyata lagi ldr  ,4.0
"Kemarin malam, ngerasain ayam KFC paling nggak enak yg pernah gue makan seumur hidup. Saking ga enaknya, baru makan segigit, kerongkongan terasa nutup. Gak bisa nelen.

Nggak ada yg salah dengan ayamnya. You're doing good, KFC. Aku yg salah. Makan di tengah suramnya PPKM Jakarta.",1.0
resepsi pernikahan secara drive thru  wajib gunakan motor <USERNAME> pandemi virus corona memang banyak mengubah kehidupan masyarakat  salah satunya adalah acara pernikahan yang mulai menerapkan cara  cara unik   <URL>,3.0
pandemi hilang pokonya langsung atur jadwal jam terbang ,4.0
<USERNAME> iya  itu hak mereka yg mempunyai ekonomi lebih dan ingin cpt di vaksin tdk menunggu dari pemerintah yg mungkin lama  ,0.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> makhluk  mahkluk yang joget itu seharusnya yang jadi relawan covid  ,4.0
malam bneran gbsa tdur yak  msh d satu lorong tp gtau d ruang mana  ibu meninggal  pagi ini  ada yg meninggal lagi suaminya nangis ngeraung  raung  krna ruang kebidanan  rata  rata kasusnya ibu hbs melahirkan ya tp covid  ya allah ampuni dosa kami ya ,3.0
<USERNAME> masyarakat yg sdh vaksin  kenapa masih bisa terpapar covid  ada apa dan mengapa  bagaimana para ahli menjelaskan kepada masyarakat agar kami mengerti  apakah vaksinnya tidak ampuh  apakah virus nya jauh lebih kuat  ,0.0
"@de_broto @Ikhwan_17 @hariankompas @yanuarnugroho @jokowi Lagian sedari awal adanya ancaman pandemi gegayaan banget, mau lawan virus corona kok dengan jurus diskon tiket pesawat segala, ngawor. 😣

#PresidenGagalWajibDiganti
https://t.co/r4VsWUk6YP https://t.co/tHZQ0mDr3S",1.0
<USERNAME> <USERNAME> hahahaha  virus mah gak pake lama buat menular  kagak pinter pinter juga loe  vaksin pakai prokes kok  double masker  duduk jauh jauhan  hand sanitiser bertebaran sana sini  <URL>,1.0
selamat pagi  jangan lupa bahagia  walaupun ppkm semakin menjepit kebutuhuan ekonomi  ,4.0
aji  ajakan setop baca berita covid  <NUM> mengancam keselamatan publik   odp  is  <URL>,4.0
pemerintah mulai menyalurkan bantuan beras bulog pada masa ppkm darurat   <URL>,3.0
<USERNAME> ppkm bos  kampus tutup  suud too biin mare dadi sarapan,4.0
brp banyak yg benci dgn diperpanjangnya ppkm  tuliskan isi hatinya dikomentar,4.0
covid  <NUM>  kadar kebolehjangkitan <NUM>  <NUM> setakat semalam  putrajaya tertinggi – kp kesihatan <URL> <URL>,4.0
mui sumbar tolak peniadaan ibadah di masjid selama ppkm <URL>,3.0
sangat jarang  infeksi ganda serupa kemungkinan bisa terjadi  <URL>,3.0
<USERNAME> <USERNAME> sebut dong <NUM> negara yg warganya selalu datang tengah mlm pas pandemi  biar dicatat jg  ,4.0
catat  ini bantuan pemerintah ke rakyat saat ppkm darurat <URL> ppkm pulihkan negeri,3.0
<USERNAME> menunggu ppkm dong kakk,4.0
berita tekait beredarnya foto setya novanto membawa handphone ke lapas hingga pengumuman resmi perpanjangan ppkm darurat akan dilakukan <NUM> sampai <NUM> hari ke lagi menjadi beita populer  <URL>,3.0
<USERNAME> jualan vaksin lagi,4.0
"@medcom_id Seharusnya sudah ada obat yang dapat menyembuhkan cobi 19,kan sudah lebih dari 1th pandemi ini ,saya yakin banyak ahli yg dpt menemukan obat nya ,tetap 5M",0.0
kes seorang wanita yang didakwa meninggal dunia semasa diberi suntikan vaksin covid  <NUM> di hospital miri akan dibawa ke parlimen  menurut sanator alan king  beliau akan mengemukakan kes berkenaan ke dewan negara memandangkan tiada… <URL> ,3.0
covid  <NUM>  deretan van jenazah  pemandangan pilu di tanah perkuburan seksyen <NUM> <URL>,3.0
<USERNAME> pengen covid hilang   adakan pilkada   dijamin bablas copidte ,4.0
<USERNAME> dari mulai ada corona smpe skrg blm prnh aku merasakan satu pun bantuan dri pemerintah  pdhl aku termsk salah <NUM> korban phk  ,1.0
<USERNAME> kenapa  ppkm kh  ,4.0
<USERNAME> selamat pagi  kami informasikan selama masa ppkm darurat  jadwal perjalanan krl di lintas rangkasbitung mengalami penyesuaian    <NUM>,3.0
ketawa saja bung <USERNAME>   mereka itu orang  orang yg kurang paham  aku ga tega mau bicara bodoh  mereka harus diberi pencerahan agar sadar bahwa mereka itu keliru  dan yg terpenting cari aktor intelektual yg selama ini membuat gaduh dalam menyikapi wabah covid  <NUM>  <URL>,0.0
<USERNAME> <USERNAME> <USERNAME> pilihannya cuma dua  lockdown  ppkm dan bebas  lockdown  ppkm kalo ada yg terjangkit dan parah  rumkit dan pengobatan gratis  kalo bebas ya tanggung sendiri pengobatan dan vaksin  pilih mana  kalo mikir itu otaknya ikut dipake  presiden memikirkan ppkm jg untuk kebaikan rakyatnya  ,0.0
<USERNAME> kalau yang dijual di kimia farma  moderna  gua mau bayar  kalau vaksin cina ngapain ngab  kmrn aja udah pake vaksin inggris   az  gretong  ,4.0
<USERNAME> <USERNAME> tunjukin saja tweet dr orang yg sudah vaksin ke <NUM> sudah jutaan lho dan mala lebih baik,4.0
tapi katanya filmingnya pas masa lockdown dan semuanya difilming di uk… rekaman suara doang kah  ,3.0
doa semua orang untuk saat ini    semoga pandemi berakhir  ,4.0
"@HabiebBass Tetep positif dgn kerja aparat kepolisian . 
Mungkin dikasih peringatan biar tidak berulah lagi, klw diulang mending suntik mati sj.
.
Pemerintah sedang fokus mengatasi pandemi dia sibuk ngehoax
.
@DivHumas_Polri 
@Kemenkumham_RI",2.0
<USERNAME> betul jg sih pusat untuk inti  stop perjalanan ya spbu tutup smntara di saat ppkm  kan beres ga ribet penyekatan  ,1.0
ppkm darurat dongkrak popularitas anies baswedan buat modal capres <NUM> <URL> lewat <USERNAME>,4.0
ish aku jadi was was la  my parents both dah dapat <NUM> dos and both takde side effect langsung macam takde pape  cocok vaksin ke cocok angin,4.0
<USERNAME> kalau warga jkt kekurangan lahan pemakaman covid  ntr lu jg yg nyalahin gubernur knp gk nyiapain lahan ,1.0
<USERNAME> percuma  ada yang udh kehilangan dan dia sendiri juga udh kena masih aja gapercaya malah ngegampangin bilang   covid ga bahaya  udah cape aku kasih tahunya ke orang begitu  ,1.0
<USERNAME> yuukk segera vaksin  karena dg vaksinasi covid  <NUM>  melindungi diri sendiri dan keluarga kita  pengalaman kami sekelg vaksin hanya butuh waktu <NUM>  <NUM> jam di lokasi mulai dari antri sampai selesai  ,3.0
begini cara polrestabes semarang lakukan penyekatan ppkm darurat  <URL>,3.0
<USERNAME> ga boleh ngelarang gmn deh  sekarang lagi ppkm trs lo ngelanggar itu udh aneh bgt  kalo keluar emg lg urgent ya silakan  tp keluar cuma utk nongkrong  waduh mending di rumah deh kalo cuma sekedar main sama temen  dah mba patuhin peraturan skrg aja dulu jgn banyak tingkah kau babi,1.0
ppkm darurat masuk hari keenam di kota surabaya  sejumlah jalan di kota surabaya seperti jalan gubernur suryo  jalan pemuda kini disekat  <URL>,3.0
covid  <NUM>  pejabat konsul ukraine  poland agih bantuan makanan <URL>,4.0
boleh sih ga percaya adanya covid  boleh  tapi yaudah elu aja  keep aja buat diri sendiri  gausah diumbar atau mempengaruhi orng lain  gitu lho      toh orang yg ngikutin prokes  menjaga jarak  pake masker atau hidup bersih  kan ga ngerugiin kau bos  ,0.0
"Gegara pada gak taat PROKES...
Berlaku lah PPKM...
Gegara berlaku PPKM...
tumbang lah periuk di dapur....

...Maka nya jang seenak UDEL NYA SENDIRI...",1.0
kasus covid melonjak di samarinda  <NUM> kecamatan status zona merah  rumah sakit kelebihan kapasitas   tribun kaltim <URL>,3.0
<USERNAME> <USERNAME> yg sesuai apa ya  ppkm banyak yg ngeluh  lockdown pasti chaos  ,4.0
"Info vaksin daerah kabupaten malang, kecamatan karangploso dong. Kenapa di daerahku sama sekali nggak ada info apa² yaa 🤦‍♀️🤦‍♀️

@infomalang  @Pemkab_Malang",5.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> emang dulu presiden ngomongnya ada yg berbayar  bukan point   yauda tinggal bayar aja  gini lo mas  idup ga cuma keluargamu doang  kalo mas bisa bayar  yauda syukur  tp di sini jelas inkosisten pemerintah  ini baru soal vaksin  nanti akan ada inkosisten baru  harus dikawal,0.0
ngurah kade mahardika menjelaskan lonjakan kasus covid saat ppkm darurat  menurutnya  hal itu disebabkan kondisi beberapa minggu sebelum ppkm darurat berlaku  <URL>,3.0
"@bannadiya @Am_Islach @Dewatta_Magicly @susipudjiastuti Ada jg petugas yg cuek kak, ada pasien hipertensi gak dikasi obat apa2 dulu langsung di vaksin akhirnya sekarang setelah vaksin stroke",3.0
<USERNAME> iya memang ada chance cluster covid di acara vaksin itu sendiri sih  pengalaman gue vaksin  rame banget  ada diminta jaga jarak tapi nggak membantu wong jaraknya kurang dari <NUM> lengan  dalam ruangan gak berasa ac  panas keringetan deres  ada droplet akan langsung nyampur keringat  ,3.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> sabar bang  kayaknya emang efek pandemi ini banyak orang yg pada tersingungan dah  apa cuma aku yg berasa gitu yakkk,0.0
"Gara2 PPKM dan pindah rumah, jadi menemukan mereka:

Kecipir - jual sayur (sebagian besar organik) zero waste, alias semua wadah bisa dikembaliin lewat kurir di pengiriman berikutnya. Dah gitu dikirimnya jam 4 subuh!! Me likey 😁",3.0
<USERNAME> makin tinggi kes covid di malaysia terutamanya di selangor makin teruk tindakan yg kerajaan ambil  kesilapan demi kesilapan duk ulang ulang  kerajaan xpernah sedar  hanya mengharapkan rakyat sedar dgn menamatkan pkpd waima kes paling tinggi  ,4.0
selamat pagi  hari ini jadwal vaksin dosis <NUM> dulu ya semoga tetep aman dan sehat sehat srmuanya  ,3.0
<USERNAME> <USERNAME> belum tentu kamar yang kosong itu untuk pasien covid mbak  kalo liat di situs yang buat ketersediaan bed juga banyak yang kosong  tapi bukan yang buat covid  nakesnya juga banyak yang berkurang karna terpapar covid  doakan saja semoga keadaan ini cepet selesai mbak,0.0
<USERNAME> <NUM> hari ga gerak  efek ppkm  <URL>,4.0
bicara corona tak terkendali datang ke saya  supaya ditunjukin ke mukanya  <USERNAME> <URL> <URL>,4.0
memasuki era pandemi kok semakin marak dengan habit kerja wajar tp gaji besar  ditanya apa kerja nya  akan dijawab   kamu ga tau aja  saya report bla bla bla  kerjain bla bla bla   sementara itu realita dan hasil akhirnya kontradiktif dengan pernyataannya oh tuan puan,0.0
<USERNAME> <USERNAME> kc walkin la ba dato  sa dr bulan <NUM> lgi blm dpt vaksin  ,4.0
masjid ditutup  proyek jalan mulus  pemerintah pro kapitalis    serba  serbi mmc  pemerintah meresmikan pemberlakuan pembatasan kegiatan masyarakat darurat   ppkm darurat  dan berimbas kepada kebijakan ada atau tidaknya kegiatan publik  <URL>,5.0
gue pengen vaksin tauu,4.0
gerakan lawan covid  <NUM> menjadi wujud keseriusan jajaran forkopimda jatim dan kabupaten tuban untuk menanggulangi pandemi covid  <NUM> di jawa timur,3.0
<USERNAME> hallo maaf nimbrung  sy jg lgi nyari surabaya tanpa domisili  mungkin udh vaksin dan ada info terbaru soal vaksin tanpa domisili ,3.0
<USERNAME> efektivitas sinovac terhadap varian delta memang perlu dipertanyakan  jakarta sendiri sudah vaksinasi <NUM> suntikan pertama tapi kasus masih tinggi sekali seperti tidak ada gunanya vaksin,3.0
kepikiran ga sih nanti kalo pandemi udah selesai keluar gapake masker jadi aneh soalnya udah kebiasa  ,4.0
<USERNAME> dok  bolehkah ikut vaksin sblm <NUM> bln  setelah sembuh dari covid   ,3.0
kalo menurut khofifah  kehadiran pejabat forkopimda jatim merupakan bentuk keseriusan dalam upaya penananganan covid  <NUM> di wilayah setempat loh  ,3.0
<USERNAME> <USERNAME> biaya tanggung kbutuha ppkm perhari   minimal <NUM> triliun perhari bosq  klo <NUM> minggu sja ngara sdah bngkrut,4.0
ops yustisi dan penegakan aturan ppkm darurat di warung angkringan jln raya setu   sttd  kec setu <URL>,3.0
tengkap lukas enembe karena sudah melakukan mega korupsi terhadap uang rakyat papua     ppkm sudah tepat <URL>,3.0
pemberlakuan pembatasan kegiatan masyarakat   ppkm  adalah salah satu upaya memutus rantai penyebaran covid  <NUM> yang terus meningkat  <URL>,3.0
<USERNAME> lebih baik bersatu bergotong royong menanggulangi pandemi,4.0
ngga kok kak michelle  ngga pernah anggep sepele covid  apalagi saking anggep sepelenya sampe jalan² ke labuan bajo  ngga  ngga anggep sepele kok  <URL>,3.0
corona ka drama kb khtm hga,4.0
<USERNAME> vaksin tuh makan yang banyak kata nakes yang vaksin aku nder,4.0
<USERNAME> semuanya belum pasti  walaupun who sendiri arahannya berubah  dunia belum pasti  uk dan singapura yg sudah menghampiri vakinasi kelompok pun masih melaksanakan lockdown  doa adalah terbaik utk dunia ini  aamiin,0.0
<USERNAME> mungkin pun vaksin  ,4.0
@jaehyuntkj tinggal vaksin,1.0
jangan abaikan kesehatan gigi setelah sembuh dari covid  <NUM> <URL>,3.0
<USERNAME> <USERNAME> <USERNAME> mungkin perlu diperdalam argumen meringankan beban keuangannya  seberapa meringankankah program vaksin berbayar ini  ,3.0
covid bajingan   ,4.0
PPKM DARURAT / PENYEKATAN CEK POIN JL. RAYA BOGOR KM 28 .15 JULI 2021/05.30 WIB https://t.co/6IrmaaRiw6,4.0
<USERNAME> <USERNAME> dikata bansos covid  <NUM>,4.0
manfaatkan sistem hris untuk optimalkan pekerjaan saat pandemi <URL>,3.0
<USERNAME> <USERNAME> <USERNAME> yups sbnrnya klo ditanya bersyukur ya saya bersyukur cuma sistem ppkm yg katanya ga boleh kmn² kerja dirumah aja sdngkn ibu bapak saya aja nyari uang kerja ya di luar  klo gabisa kerja mau nyukupin lanjut hidup dri mn coba  ,0.0
ylki sebut vaksin berbayar tidak etis dan bisa hilangkan kepercayaan publik <URL> <URL>,3.0
<USERNAME> sama  kalo aku sih udah lulus  masih tunggu jadwal ujian mandiri yang ketunda gegara pandemi,4.0
ini pemerintah indo juga lagi ngebadut  bisnis tetep jadi nomer satu  mau dapet vaksin gratis harus punya privilage  vaksin individu  bayar  mahal   wkwk lucunya negeriku,1.0
pagi yg lucu sekali dimulai dari informasi petugas disalah satu tempat vaksin di poltekes kota sorong yg mengatakan bahwa pendaftaran vaksin melalui online  ditunjuk link pendaftarannya ternyata oh ternyata zonkkk  mana aquaaaaa eee mana dinkes,3.0
<USERNAME> <USERNAME> pernah demo semua yg pro maupun kontra  sama aja  tapi yg bikin klb di tengah pandemi ya cuman kubu itu aja  ,1.0
<USERNAME> covid <NUM> itu virus ngab,4.0
<USERNAME> <USERNAME> ppkm virtual,4.0
doain abis vaksin gaada efek samping berarti ya besok nya mau bimbingan soalnya ,4.0
ingatkan karipap je yang ada inti oksigen  rupanya vaksin pun ada gak  ,4.0
aku udah mematuhi protokol kesehatan kok udah di vaksin juga <URL>,3.0
temanku tersayang  semoga kita kuat berjuang di tengah pandemi  temanku yang baik  semoga kalian segera sehat  temanku yang penyabar  semoga kalian diberi keikhlasan  ,0.0
<USERNAME> <USERNAME> wong perum e dijamin negatif corona a  opo diswab i sak durunge sholat  ,4.0
 <USERNAME>       bhayangkara untuk negeri   berbagi disaat pandemi <URL>,3.0
@FerdinandHaean3 Astrazeneca gmn pak? Saya yg dikota kecil udah hampir 12 mimggu belum dapat vaksin kedua. Padahal rekomendasi who 8-12 minggu,5.0
<USERNAME> <USERNAME> <USERNAME> tidak perlu cari kambing hitam  cukup ingatkan saudara kita yg belum vaksin utk segera vaksin  selalu taati prokes dan saling jaga  insyaallah bersama kita bisa lewati pandemi ini  <URL>,3.0
YaAllah mau vaksin gni amat....,3.0
apa kabar pik   kena ppkm nggak   ,4.0
ppkm   ,4.0
bismillah  pak <USERNAME> waffaqahullah  tolong blokir aja dulu semua socmed dan grup wa non  bisnis sampai pandemi melandai  terlalu banyak hoax yg membahayakan nyawa beredar  ,3.0
terima kasih sudah menjadi saksi bahwa vaksin itu perlu untuk keselamatan diri sendiri dan kita semua  <URL>,3.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> perokes  aturan yang muncul hanya musiman disaat moment tertentu  apalgi koordinator ppkm opung yang tidak paham uu tentang sangsi dan hak,0.0
ini nih yang dari kemarin ngganjel banget pengen bilang ke yang ngurusin vaksin buat lansia sing jalane wis thunuk  thunuk trus watuke ora mandeg  mandeg    nek simbahe bar vaksin trus loro  ojo disalahke vaksine lho ya  <URL>,3.0
<USERNAME> jadi masjid deket rumah tuh mau ngadain sholat eid tp karna ppkm diem diem,4.0
<USERNAME> <USERNAME> masih terlalu banyak yang bandel prokes  itu lah makanya membludak pasien sampe ga ketampung lagi di rs  mana masih banyak yang percaya hoax juga  bilang rs meng covid kan lah  bilang rs yang bikin pasien covid meninggal lah  ,1.0
<USERNAME> fucksin gratis lambat dibuat lambat…  ternyata yg di tunggu muncul… bisnis pandemi  jokowi taktiknya hebat,3.0
"Vaksin nya besok pusingnya skrg,",4.0
anggota polsek bagor gelontorkan bansos bagi masyarakat kurang mampu dan  yang sedang melakukan isolasi mandiri di rumah saat di berlakukannya ppkm level <NUM>  di wilayah kecamatan bagor  <URL>,3.0
<USERNAME> <USERNAME> aduhhhh emang corona takut sama obor  ,4.0
indonesia terima <NUM>  <NUM> juta vaksin astrazaneca melalui jalur multilateral  vaksin ini tiba di indonesia pada selasa  <NUM> juli <NUM>  menlu retno mengatakan ini adalah bukti komitmen covax dalam penyetaraan akses vaksin bagi negara di dunia  <USERNAME> lawan pandemi <URL>,3.0
gubernur jawa timur khofifah indar parawansa didampingi dr joni wahyuhadi  saat meninjau lebih dekat kondisi kontainer yang disiapkan menampung pasien covid  <NUM>,3.0
tahun ini gabisa puasa idul adha  gabisa sholat ied juga dan ujian uas disaat positif covid huhu syedih tenan yaallah,4.0
dki jakarta rapor merah  provinsi terburuk tangani covid  <NUM>   gubernurnya gabener gak bisa kerja  malah sibuk pengin nyapres <NUM>  <URL>,3.0
<USERNAME> uji kir kendaraan masih buka ya di masa ppkm  ,4.0
