tweetcreatedts,username,location,retweetcount,text,hashtags
2021-07-06 23:32:14,Dickusnadi1,,32,"Anoes sidak ke kantor yg buka di jakarta.
👳‍♂️knp buka ?
     kan ini masa PPKM..gak boleh
👩ia Pak..maaf...tapi
👳‍♂️gak ada tapi tapi..tutup
👩paham..tapi Pak
👳‍♂️tutup !!
👩ia tp km perusahaan asuransi
     termasuk esensial 
     jd bs ttp buka, ada aturannya
👳‍♂️oo saya salah masuk",[]
2021-07-06 23:31:48,densel_humas,,0,"Penyekatan PPKM Darurat
Pantai Matahari Terbit

@Humas Polda Bali
@Divisi Humas Polri
@Polresta Denpasar
@Humas Polresta Denpasar

#divisihumaspolri
#polripresisi
#presisi
#polrestadenpasar
#humaspoldabali
#polsekdensel https://t.co/xYpJzMCKf3","[{'text': 'divisihumaspolri', 'indices': [131, 148]}, {'text': 'polripresisi', 'indices': [149, 162]}, {'text': 'presisi', 'indices': [163, 171]}, {'text': 'polrestadenpasar', 'indices': [172, 189]}, {'text': 'humaspoldabali', 'indices': [190, 205]}, {'text': 'polsekdensel', 'indices': [206, 219]}]"
2021-07-06 23:31:31,wulanrizkiii,Jakarta,0,Hari pertama dines pagi disaat ppkm. Ku fikir jalanan dan stasiun kereta akan sepi. Ternyata tydack 🥲🥲🥲,[]
2021-07-06 23:31:31,polsekngawi11,,0,"Kapolda Jawa Timur bersama Forkopimda Jatim memantau pelaksanaan PPKM Darurat melalui Udara, di Wilayah Jawa Timur, Selasa, 6 Juli 2021

#poldajatim 
#polisiindonesia 
@humaspoldajatim 
@divisihumaspolri https://t.co/yk3RCtBjY4","[{'text': 'poldajatim', 'indices': [137, 148]}, {'text': 'polisiindonesia', 'indices': [150, 166]}]"
2021-07-06 23:31:28,Polres_Demak,,0,"Pelaksanaan Kegiatan Pembubaran Kerumunan Warga, Penutupan Warung - Warung, Serta Sosialisasi Berlakunya PPKM Darurat Di Wilayah Demak. https://t.co/ViaZXKP5h4",[]
2021-07-06 23:31:21,nurulrahma,nurulnih@gmail.com,0,"tau sendiri kan, sekarang kasus covid-19 makin melonjak gila2an. 

Maka.... vaksin satu juta orang per hari plus PPKM darurat diharapkan bisa menjadi solusi cespleng utk mengatasi lonjakan pandemi ini https://t.co/U2amJUoHyk",[]
2021-07-06 23:31:15,sasha_dinaa,pacitan,0,"Dah Hari #Rabu, dan baru sadar #PPKM masih lamaaa...","[{'text': 'Rabu', 'indices': [9, 14]}, {'text': 'PPKM', 'indices': [31, 36]}]"
2021-07-06 23:31:03,TemenanAjah,Kla10,0,"@jogmfs Mending masak mie godhok wae ning omah, kan lagi ppkm tur adem bgt kan?",[]
2021-07-06 23:30:57,followajaskuy,cloud,1,"@sleepinjiva mereka ga berfikir kalo ekonomi bakal oleng contohnya pekerja informal dg upah harian, pkl. Apalagi adanya ppkm ini, berapa kerugian perhari mall tenant dan toko2 yg dipaksa off, siapa yg menanggung biaya hidup pekerjanya? Sedangkan pekerjanya sendiri memiliki keluarga",[]
2021-07-06 23:30:54,aarumi0,,0,"Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat pada 3 hingga 20 Juli 2021, bahkan akan memberi sanksi bagi yang melanggar, nyatanya TKA dengan mudah berdatangan. Mengapa hal ini terus berulang ?
Simak jawabannya di channel MMC!
https://t.co/ZRDoejPi3G https://t.co/gcU7i6OEeH",[]
2021-07-06 23:30:50,adesatria73,"Jawa Barat,Cab. Karawang",0,"PPKM anjiglah,setiap mau mudik. 
Berita sampah naik teruuussss. W",[]
2021-07-06 23:30:17,trashedfika_exe,"Yogyakarta, Indonesia",0,@jogmfs take away aj nde. lg ppkm.,[]
2021-07-06 23:30:16,RamdaniAldi,"Bandung, Indonesia ",0,@PRFMnews min kalo ppkm Sepedaan boleh ga?,[]
2021-07-06 23:30:16,uin_satu,"Tulungagung, Indonesia",0,"BEBAS PUSTAKA di masa PPKM Darurat
.
#SobatSATU yang SUDAH WISUDA dan urgent untuk segera mengambil ijazah, @perpusuinsatu membuka layanan Permohonan Bebas Pustaka tiap hari SENIN, RABU, dan JUM'AT pada pukul 09.00 - 12.00 Waktu Indonesia bagian UIN SATU.
.
Tetap jaga #prokes ya https://t.co/HhzkQzOK0C","[{'text': 'SobatSATU', 'indices': [37, 47]}, {'text': 'prokes', 'indices': [269, 276]}]"
2021-07-06 23:30:03,bagus_CBjidop,"Kota Madiun, Jawa Timur",0,"PokokeBukak Jam 8 tutup wkwkwkwkwk ajur sum sum , babat alas di babat karo PPKM  suram suram https://t.co/vmyZzV1Q5R",[]
2021-07-06 23:30:03,detikcom,"Jakarta, Indonesia",1,Pemkot Tegal menutup jalur Pantura selama pemberlakuan PPKM Darurat. Penutupan jalur Pantura dilakukan guna memutus rantai penyebaran virus Corona. https://t.co/fB14pkn033,[]
2021-07-06 23:30:01,Genpi_Co,Indonesia,0,Majelis Ulama Indonesia (MUI) menyesalkan penutupan masjid dan musala pada PPKM Darurat. #MUI https://t.co/0iR4XSNU2l,"[{'text': 'MUI', 'indices': [89, 93]}]"
2021-07-06 23:29:55,adoringsylvie,multiverse 🖇️ ,0,"gabisa nonton black widow gara"" ppkm is another level of pain",[]
2021-07-06 23:29:30,suryaprtm4,jakarta,0,Khofifah meminta agar wrga te2p patuh &amp; disiplin protokol kesehatan di hari ketiga Pemberlakuan Pembatasan Kegiatan masyaralkat ( PPKM ) darurat,[]
2021-07-06 23:29:24,archery_008,anywhere,0,"@speechless__99 Lockdown, kalau PPKM ga dikasih makan 😂😂",[]
2021-07-06 23:29:11,fani_nugroho,Indonesia,2,"Di Wembley PPKM nya sih jam brapa,,, https://t.co/rg4fV1rn3K",[]
2021-07-06 23:29:04,dannyeugene,,0,"Cuma mau tanya 3 hal:

1. Perusahaan asuransi apakah termasuk sektor esensial?
2. Jika Ya, bukan kah aturan PPKM utk sektor esensial WFH 50%?
3. Jika Ya juga, kenapa ada perusahaan asuransi sudah WFH 75% disidak &amp; dimaki maki?

Tolong dijawab?",[]
2021-07-06 23:29:02,GoogleBali,,0,"PPKM Darurat Diterapkan, Pemuda KPPL Manfaatkan Penataan Wisata Situ Rawa Gede - Wartakota https://t.co/uKXjFMBQKE",[]
2021-07-06 23:29:02,Heru_Catur,Indonesia,1,"@tempodotco kalau sekedar standart rakyat juga vaksin,  rakyat juga pakai Masker tapi tetap tidak boleh kemana2..
ini bukan soal asas resiprokal atau apalah dalil Opung,  
tapi justru tidak sesuai asas keadilan..

apa sih urgensinya datangnya  TKa ditengah PPKM seperti ini ?",[]
2021-07-06 23:28:57,eddybroadcaster,,0,@CNNIndonesia PPKM ini tdk logis..penyekatan Menimbulkan kerumunan dan kemacetan yg akan membuat Corona semakin membludak.. hrs di cari alternatif lain😷😷😷,[]
2021-07-06 23:28:45,bagus_CBjidop,"Kota Madiun, Jawa Timur",0,Thanks to brother... Makasih sudah mendukung semua jalan ninja q .  Meski PPKM tetep Gas.... https://t.co/UUqH7jv0GZ,[]
2021-07-06 23:28:38,CitraLestri001,,0,"Dalam pelaksanaan PPKM darurat itu, pangdam akan mengerahkan Kogasgabpad V/Brawijaya sebanyak 7.150 personel",[]
2021-07-06 23:28:30,NalarSpiral,di bawah krisis kapitalisme,0,"PPKM artinya adalah penindasan terhadap borjuis kecil dan kelas pekerja. Pekerja di tindas di pabrik, sementara Borjuis besar mengambil kesempatan ini untuk menyayingi atau menindas borjuis kecil dengan membatasi waktu berjualan yang pastinya mengancam finans borju kecil",[]
2021-07-06 23:28:25,BendosariPolsek,"Sukoharjo, Indonesia",0,Patuhi aturan PPKM Darurat. Patuhi protokol kesehatan dan tetap di rumah https://t.co/iO6A7xQIHO,[]
2021-07-06 23:28:20,rizaldhiyaa,"Jawa Tengah, Indonesia",0,"PPKM
Pernah Perhatian Kini Menghilang",[]
2021-07-06 23:28:07,LuqmanAwalludin,,0,@panca66 Virusnya bakal kena PPKM kalo berani masuk ke dalam tubuhnya,[]
2021-07-06 23:28:07,Indopolitika,Indonesia,0,Aktivis Ini Tantang Luhut Debat Terbuka Terkait Kedatangan WNA Disaat PPKM Darurat https://t.co/p6BIwhKoPB,[]
2021-07-06 23:28:05,CNNIndonesia,,4,"PPKM Darurat, Aktivitas di Pasar Minggu Masih Abaikan Prokes https://t.co/mvdeiJwfxu",[]
2021-07-06 23:28:05,imrofar,Indonesia,0,"Heran bgt sama ppkm d serpong, kenapa coba jalan ditutup tuh pas lagi rame2 orang yg emang wfo ga wfh -_- ini pula berangkat pake jalan ditutup dan kudu muter lewat gading LITERALLY DI JAM ORANG OTW KERJA, keleatan banget ga sih. Orang mah tutup jalan pas jam 7 malam ke bawah gtu",[]
2021-07-06 23:28:02,Dhee_jhe1203,,3,"PPKM terjadi Tanpa kebijakan apalagi Solusi, Wahai Para pencari Rejeki Bersabar, Rendah Hati &amp; yakin lah semua akan terganti, Ikhtiar dan selalu berdoa kpd sang ilahi.
Wahai para pemimpin Negeri,
Cobalah buka pintu Hati Nurani.
Kpd mrk pencari sesuap nasi,yg tak kenal waktu✌",[]
2021-07-06 23:27:58,Indopolitika,Indonesia,0,Aktivis Ini Tantang Luhut Debat Terbuka Terkait Kedatangan WNA Disaat PPKM Darurat https://t.co/p6BIwhKoPB via @Indopolitika,[]
2021-07-06 23:27:39,WisnuKu97152925,"Papua, Indonesia",0,"@PemprovPapua Min, apa belum ada edaran Gubernur Papua terkait PPKM di Papua?",[]
2021-07-06 23:27:24,AyukAgustina2,Yogyakarta,0,Produktif yokk di masa ppkm mumpung dirumah aja,[]
2021-07-06 23:27:22,mr_refasl,Samarinda,0,@vroueskyy PPKM:  Perbanyaklah Pergi Ke Masjid 🤗🤗🤗,[]
2021-07-06 23:27:06,MIrvanDarwin1,,4,"Walau PPKM Darurat, UMKM KitoShuko Muesti Semangat, Keadaan Sekarat,jgn patah Semangat, @PDemokrat berkoalisi dgn Rakyat,dorong agar musibah Minggat. @SartonoHutomo @DkiSantoso @AgusYudhoyono @FPD_DPR @ANDINURPATI3 @Andiarief__ @Edhie_Baskoro @lasmi_indaryani @YanHarahap https://t.co/77Yv4KL0uY",[]
2021-07-06 23:26:47,Sebasti80245092,"Jawa Tengah, Indonesia",0,@SiaranBolaLive Di wembley udh gak ppkm ya,[]
2021-07-06 23:26:34,JakartaTour,Follow @DetikTour,0,Beda Sikap Garuda Indonesia (GIAA) dan Air Asia Menghadapi PPKM Darurat - https://t.co/fbwyfIUBNC https://t.co/enA51iDGqn,[]
2021-07-06 23:26:23,NoviantoDeny94,"Probolinggo, Jawa Timur",0,"Musim pancaroba,Hawane uadem, garai PPKM (Pengen Peluk Ka Mu). 
Eyaa eyaaa😂😂😂.",[]
2021-07-06 23:26:21,H2Yansen,,0,@EW1jaya Apa hubungannya ppkm darurat dengan mesjid,[]
2021-07-06 23:26:10,dickdaenc,Universe,0,"https://t.co/Fw5BMppehU 

Nekat gelar pesta pernikahan saat ada pemberlakuan PPKM Darurat, Lurah Pancoran Mas, Depok jadi Tersangka.

Baca selengkapnya 👇",[]
2021-07-06 23:26:09,InaSomi_,somewhere I'm not sure,0,"PPKM, pernah perhatian kemudian menghilang :)",[]
2021-07-06 23:25:57,RRancaekek,,2,"Team PPKM Kec Rancaekek, Melaksanakan Himbauan Prokes 5M ke Toko disekitar RTC Rancaekek. https://t.co/7N9Uuo2W8r",[]
2021-07-06 23:25:32,PKaranglewas,,0,"Personil Polsek Karanglewas laks giat PPKM darurat pembubaran kerumunan, dan himbauan untuk patuhi Prokes di warung angkringan, di himbau untuk beli di bawa pulang di, Selasa malam (6/7)

#ppkmdarurat
#polripresisi
#haribhayangkara75
#banyumassolidmelawancovid
@PKaranglewas https://t.co/TBxd8JyRmy","[{'text': 'ppkmdarurat', 'indices': [188, 200]}, {'text': 'polripresisi', 'indices': [201, 214]}, {'text': 'haribhayangkara75', 'indices': [215, 233]}, {'text': 'banyumassolidmelawancovid', 'indices': [234, 260]}]"
2021-07-06 23:25:32,VikaDamayanti18,,0,"Salah satunya adalah mereka harus membantu tugas empat pilar PPKM mikro, yaitu bidan desa, babinsa, babinkamtibmas dan juga kepala desa",[]
2021-07-06 23:25:27,eri_paskalis,,0,"Netizen yang terlalu absurd ya gini jadinya.
https://t.co/FdOs7plveC",[]
2021-07-06 23:25:24,Mamok602517842,,0,"@JatimPemprov @KhofifahIP @EmilDardak @dinkesjatim @KemenkesRI @bpbd_jatim @BNPB_Indonesia Ppkm Darurat Pemprov dan Pemda belum hadir, keramaian hanya turun 10%, tidak signifikan dgn namanya.",[]
2021-07-06 23:25:21,DNews_Radio,,0,PPKM DARURAT SOLUSI TERBAIK https://t.co/3reSWKNAgM via @YouTube,[]
2021-07-06 23:24:55,pgnpunyameong,"Jawa Timur, Indonesia",0,@stepintodelight ppkm jgn main dlu,[]
2021-07-06 23:24:42,sonoralampung,"Jl ZA Pagar Alam 83 BDL, ID",2,"Selamat hari rabu utk km yg siap-siap rindu nih krn Bandar Lampung &amp; Metro lagi PPKM. Lebih baik nahan rindu daripada nahan @Midisoraya utk nemenin km di #APAKABARLAMPUNG. 
Asikin pagi km dg lagu-lagu yg km suka, di request aja ya! Ditunggu sampai jam 9 pagi~ 
Slmt beraktifitas!!","[{'text': 'APAKABARLAMPUNG', 'indices': [158, 174]}]"
2021-07-06 23:24:42,KFA58411322,,0,"PPKM: Longgar ke TKA, Ketat ke Warga Sendiri. Pemerintah Lebih Berpihak Pada Asing?| Serba Serbi MMC

Lagi-lagi, kebijakan penguasa menjadi ironi bagi rakyatnya sendiri. 
https://t.co/rCIHf2otqZ
#PPKMDarurat https://t.co/cZG4THb05Z","[{'text': 'PPKMDarurat', 'indices': [195, 207]}]"
2021-07-06 23:24:40,Belaaah_Dureeen,West Kalimantan,1,"@Minang_cyber @jokowi Pak @jokowi coba lah ditindak para WNA China yg datang pada masa PPKM Darurat, jgn cuma masyarakat sendiri aja yg ditindak tegas terus. Coba pikirkan juga solusi, gimana para pedagang yg gak boleh jualan, mau makan apa mereka utk hari esok ?",[]
2021-07-06 23:24:14,TetehIntan_,Bogor - Karawang,0,"Dampak PPKM, selain nonton drakor main hayday lagi nambahin kerjaanku rebahan dirumah 😂 https://t.co/a3yrWj6AN0",[]
2021-07-06 23:23:40,budiwidagdo2,"Bekasi Barat, Indonesia",1,"@geloraco Mereka berdua duduk di kursi sejak 2014, jadi kondisi negeri seperti ini buah karya mereka, kok malah saling tunjuk jadi ketua PPKM. Negeri ini tidak akan berubah bahkan makin rusak parah kalo mereka tidak segera diganti.. 
https://t.co/z9JgEsaZ5r",[]
2021-07-06 23:23:36,jawir69,,0,Butuh @kemendagri utk Menindak Kepala Daerah yg Tidak Mau Membantu PPKM https://t.co/X9Rktge0dE,[]
2021-07-06 23:23:25,bangajee,"Bandung,Indonesia",0,@detikcom Kalo lockdown mati semua jadi PPKM mati setengahnya ya pak ?,[]
2021-07-06 23:23:23,mojolaban21,,0,"Camat Mojolaban di dampingi oleh Kapolsek Mojolaban Iptu Tarto,https://t.co/jce777FMi6 pimpin gabungan TNI Polri dan Satgas Covid kecamatan lakukan penegakan PPKM Darurat di wilayah Kec. Mojolaban.
Selasa (6/7/2021) https://t.co/0Zo2JqGZZI",[]
2021-07-06 23:23:18,speechless__99,Edge of Universe,0,@archery_008 Karena PPKM ya,[]
2021-07-06 23:23:08,AnnisaRhmhhh,,0,"yang akan diperbantukan di wilayah desa, dan Ke-23 tugas tersebut di antaranya mencakup membantu tugas empat pilar PPKM mikro",[]
2021-07-06 23:23:02,tribunjogja,Jl Jend Sudirman 52 Yogyakarta,0,Titik-titik Penyekatan PPKM Darurat Wilayah Kota Yogyakarta https://t.co/6BRJgTnMH1 via @tribunjogja,[]
2021-07-06 23:22:55,frhqueenzy,Indonesia,0,"Iya tau lg ppkm, tp kayanya ga perlu gasi tutup2 jalan? Toh kalo emg ada orang yg emg butuh kepentingan mendesak malah susah sii jadinya
Kan pemerintah dan jajarannya dah pada pinter dong harusnya masa iyaa ngga, ga dong hehe",[]
2021-07-06 23:22:50,Mulia_PM,"Jakarta, Indonesia",1,"captions/twit tersatire sejauh ini dimasa PPKM Darurat, kakek d'best https://t.co/jNbg2u92qD",[]
2021-07-06 23:22:49,sikucingjudes,"Birmingham, England",0,Ah kalimalang ga ada ppkm juga tiap hari macet wkwkwk https://t.co/aBa0K4d2Aq,[]
2021-07-06 23:22:32,dedeandi403,,0,@Neng_Anyar Skrg itu PPKM.brita covid smkin terus2n.aktifitas ekonomi lumpuh..toko2 rmh makan.pabrik2 bnyk yg tutup dan phk dimana mana.rakyat disuruh diem dirumah.mesjid ditutup.tnp disadari.tiba2 TKA perlahan masuk ke negeri ini..sadar gak lagi dijajah perlahan.antara Pandemi dan Plandemi.,[]
2021-07-06 23:22:20,antozz,Jakarta,1,"@geloraco Yang nyaranin nggak ngerti kayaknya.. biar seolah2 pahlawan ya..🤔

Lupa kalau yang nentuin PPKM dgn embel² dan menugaskan Satgas.. Pempus sendiri dan tentunya dilabeli 'Jokowi'",[]
2021-07-06 23:22:11,MaulanaFahrezi6,,1,"PPKM: Longgar ke TKA, Ketat ke Warga Sendiri. Pemerintah Lebih Berpihak Pada Asing?| Serba Serbi MMC

Simak jawabannya dalam videonya di channel youtube MMC. https://t.co/SLYLZC8OFi",[]
2021-07-06 23:22:04,AmiralHAQ3,,0,PPKM akhirnya dilawan pedagang https://t.co/QW5Ym892OR,[]
2021-07-06 23:22:01,Arul70848368,,0,@KompasTV Rakyat kelaparan ga dilaporin akibat dampak PPKM yg membatasi mrk utk berdagang dan bekerja,[]
2021-07-06 23:21:57,rctvcirebon,Cirebon - Indonesia,0,DPRD Jabar Monitoring PPKM Darurat Tingkat Desa https://t.co/3DFKmVBeEO,[]
2021-07-06 23:21:53,nuqiah,,0,PPKM bisa juga Pelan Pelan Kita Miskin ya ternyata huhu 🥲,[]
2021-07-06 23:21:53,Arul70848368,,0,Rakyat kelaparan ga dilaporin akibat dampak PPKM yg membatasi mrk utk berdagang dan bekerja https://t.co/MXhCebWkuR,[]
2021-07-06 23:21:46,SoubilM,"Sidoarjo, Indonesia",0,"@AdityaK_94 @iyasiapatau @malangkuliner @mahasiswamlg Lagi PPKM bg
Gak iso dolen²",[]
2021-07-06 23:21:46,haikalginoga,Gito Gati Street Elite,0,"Day-5 PPKM :
Hawane adem banget, terpantau pagi tembus 17°",[]
2021-07-06 23:21:38,MustofaNurdin1,,0,"Sesalkan Masjid Ditutup Saat PPKM Darurat, MUI: Umat Islam Tidak Tenang
https://t.co/2XqX3q9dY8 https://t.co/ylBDm2r1nr",[]
2021-07-06 23:21:20,MbahPadang,,0,"PPKM DARURAT ancaman sebagai sumber masalah baru di negeri ini.
Apalagi jika masyarakat tetap saja sebagai obyek kesalahan oleh sudut pandang pemerintah.

@jokowi https://t.co/uIlV9O7UDa",[]
2021-07-06 23:21:13,chakrawidjayas1,,11,"PPKM
(Pelan pelan Kita Mati)
Mari sama sama kita mati 😀

#IndonesiaKolaps
#IndonesiaKolaps https://t.co/MnawGnmFN5","[{'text': 'IndonesiaKolaps', 'indices': [57, 73]}, {'text': 'IndonesiaKolaps', 'indices': [74, 90]}]"
2021-07-06 23:21:10,FinnPacific,Set Your Mind,0,"@MCentre69 Pak buat program makan utk keluarga yg kesulitan makan terdampak ppkm. Diatur tiap rw atau masjid atau lainnya. InsyaAllah bisa membantu sdr2x kita dari kelaparan. Pelajaran 212 tdk ada yg kelaparan, makanan berlimpah dari umat Islam seluruh penjuru Indonesia",[]
2021-07-06 23:21:04,HumasKss,Pulau Tidung,0,"PPKM Mikro, Polres Kepulauan Seribu melakukan pengawasan dan pemantauan pelaksanaan Mikro Lockdown di Pulau Lancang. Rabu (07/07/2021).

#PPKMdarurat
#PPKMmikro
#ayopakaimasker
#nyokkitavaksin
#kampungtangguhjaya
#polreskepulauanseribu
#protokolkesehatan https://t.co/5kRdG407GB","[{'text': 'PPKMdarurat', 'indices': [137, 149]}, {'text': 'PPKMmikro', 'indices': [150, 160]}, {'text': 'ayopakaimasker', 'indices': [161, 176]}, {'text': 'nyokkitavaksin', 'indices': [177, 192]}, {'text': 'kampungtangguhjaya', 'indices': [193, 212]}, {'text': 'polreskepulauanseribu', 'indices': [213, 235]}, {'text': 'protokolkesehatan', 'indices': [236, 254]}]"
2021-07-06 23:20:57,damarisputri,,0,Libur semesteran tapi ppkm 🥲,[]
2021-07-06 23:20:56,danihamid31,Jakarta Pusat,0,"@Cobeh09 Berlebihan sekali, arogan... klo gak boleh berjualan ya dikasih biaya hidup selama ppkm... baru ditindak klo dah dijalankan kewajiban negara🥵",[]
2021-07-06 23:20:54,kabarmaduranews,Pamekasan,0,Lelang Jabatan di Sampang Ditangguhkan Akibat PPKM Darurat https://t.co/O67yTAkEPX,[]
2021-07-06 23:20:49,beruang_tua,Russia,0,@Dennysiregar7 Ya elah giliran dana haji mau di audit aja rezim langsung bikin PPKM zona merah zona hitam covid 19 varian rasa baru 🤣🤣🤣🤣 sadar woy tolol 🤣🤣,[]
2021-07-06 23:20:39,HumasKss,Pulau Tidung,0,"PPKM Mikro, Polres Kepulauan Seribu melakukan pengawasan dan pemantauan pelaksanaan Mikro Lockdown di Pulau Lancang. Rabu (07/07/2021).

#PPKMdarurat
#PPKMmikro
#ayopakaimasker
#nyokkitavaksin
#kampungtangguhjaya
#polreskepulauanseribu
#protokolkesehatan https://t.co/ONvgpFqiIX","[{'text': 'PPKMdarurat', 'indices': [137, 149]}, {'text': 'PPKMmikro', 'indices': [150, 160]}, {'text': 'ayopakaimasker', 'indices': [161, 176]}, {'text': 'nyokkitavaksin', 'indices': [177, 192]}, {'text': 'kampungtangguhjaya', 'indices': [193, 212]}, {'text': 'polreskepulauanseribu', 'indices': [213, 235]}, {'text': 'protokolkesehatan', 'indices': [236, 254]}]"
2021-07-06 23:20:36,polsek_genuk,,0,Mau selamat dari serbuan Covid-19? Patuhilah aturan selama PPKM Darurat https://t.co/L0CZ2kwWYF,[]
2021-07-06 23:20:19,Bimo_kelana,"Lumajang, Indonesia",0,"Jersey printing Satuan desain custom bs krm slrh Indonesia 082228124999
#jerseyracing #jerseypencaksilat #jerseymerpati #jerseylayangan #bali #jerseybadminton #jerseyvolly #jersegaming #jerseyfutsal #ina #kaosracing #Jersey #PPKM https://t.co/BQHGMRDXhc","[{'text': 'jerseyracing', 'indices': [72, 85]}, {'text': 'jerseypencaksilat', 'indices': [86, 104]}, {'text': 'jerseymerpati', 'indices': [105, 119]}, {'text': 'jerseylayangan', 'indices': [120, 135]}, {'text': 'bali', 'indices': [136, 141]}, {'text': 'jerseybadminton', 'indices': [142, 158]}, {'text': 'jerseyvolly', 'indices': [159, 171]}, {'text': 'jersegaming', 'indices': [172, 184]}, {'text': 'jerseyfutsal', 'indices': [185, 198]}, {'text': 'ina', 'indices': [199, 203]}, {'text': 'kaosracing', 'indices': [204, 215]}, {'text': 'Jersey', 'indices': [216, 223]}, {'text': 'PPKM', 'indices': [224, 229]}]"
2021-07-06 23:20:16,EviMbakyu,"DKI Jakarta, Indonesia",0,"@Itheunk3 @LOVEYOUMOMMY2 @TRendusara @faiza_adam @PDemokrat @JakartaDemokrat @RAMujiyono @NinanoyJ @kholil78 @bowmen_m @L4DYOR17 @fatiahalkatiri @UCIKINI @AgusYudhoyono @SBYudhoyono @panca66 @Stevaniehuangg Ember... Kita disuruh di Rumah ajeee. PPKM lah apalah. Laaahh tuuu di Soetta bejibun pada konvoi kek parade kemerdekaan noh si org2 dari negeri mana tau.
Ancooorrrr",[]
2021-07-06 23:20:15,HumasKss,Pulau Tidung,0,"PPKM Mikro, Polres Kepulauan Seribu melakukan pengawasan dan pemantauan pelaksanaan Mikro Lockdown di Pulau Lancang. Rabu (07/07/2021).

#PPKMdarurat
#PPKMmikro
#ayopakaimasker
#nyokkitavaksin
#kampungtangguhjaya
#polreskepulauanseribu
#protokolkesehatan https://t.co/XhaQJqwvn3","[{'text': 'PPKMdarurat', 'indices': [137, 149]}, {'text': 'PPKMmikro', 'indices': [150, 160]}, {'text': 'ayopakaimasker', 'indices': [161, 176]}, {'text': 'nyokkitavaksin', 'indices': [177, 192]}, {'text': 'kampungtangguhjaya', 'indices': [193, 212]}, {'text': 'polreskepulauanseribu', 'indices': [213, 235]}, {'text': 'protokolkesehatan', 'indices': [236, 254]}]"
2021-07-06 23:20:11,Bimo_kelana,"Lumajang, Indonesia",0,"Jersey printing Satuan desain custom bs krm slrh Indonesia 082228124999
#jerseyracing #jerseypencaksilat #jerseymerpati #jerseylayangan #bali #jerseybadminton #jerseyvolly #jersegaming #jerseyfutsal #ina #kaosracing #Jersey #PPKM https://t.co/aeo2fDEUzN","[{'text': 'jerseyracing', 'indices': [72, 85]}, {'text': 'jerseypencaksilat', 'indices': [86, 104]}, {'text': 'jerseymerpati', 'indices': [105, 119]}, {'text': 'jerseylayangan', 'indices': [120, 135]}, {'text': 'bali', 'indices': [136, 141]}, {'text': 'jerseybadminton', 'indices': [142, 158]}, {'text': 'jerseyvolly', 'indices': [159, 171]}, {'text': 'jersegaming', 'indices': [172, 184]}, {'text': 'jerseyfutsal', 'indices': [185, 198]}, {'text': 'ina', 'indices': [199, 203]}, {'text': 'kaosracing', 'indices': [204, 215]}, {'text': 'Jersey', 'indices': [216, 223]}, {'text': 'PPKM', 'indices': [224, 229]}]"
2021-07-06 23:20:08,PolsekBatuwarn3,,0,Petugas melaksanakan kegiatan penyekatan dalam Kegiatan PPKM Darurat di Wonogiri https://t.co/DqaBauAdf0,[]
2021-07-06 23:20:02,Bimo_kelana,"Lumajang, Indonesia",0,"Jersey printing Satuan desain custom bs krm slrh Indonesia 082228124999
#jerseyracing #jerseypencaksilat #jerseymerpati #jerseylayangan #bali #jerseybadminton #jerseyvolly #jersegaming #jerseyfutsal #ina #kaosracing #Jersey #PPKM https://t.co/wb521FmN72","[{'text': 'jerseyracing', 'indices': [72, 85]}, {'text': 'jerseypencaksilat', 'indices': [86, 104]}, {'text': 'jerseymerpati', 'indices': [105, 119]}, {'text': 'jerseylayangan', 'indices': [120, 135]}, {'text': 'bali', 'indices': [136, 141]}, {'text': 'jerseybadminton', 'indices': [142, 158]}, {'text': 'jerseyvolly', 'indices': [159, 171]}, {'text': 'jersegaming', 'indices': [172, 184]}, {'text': 'jerseyfutsal', 'indices': [185, 198]}, {'text': 'ina', 'indices': [199, 203]}, {'text': 'kaosracing', 'indices': [204, 215]}, {'text': 'Jersey', 'indices': [216, 223]}, {'text': 'PPKM', 'indices': [224, 229]}]"
2021-07-06 23:19:56,yllowcardeu_,#LoveStay,0,@fuegoleopald kan masa ppkm gini hrus kurangin keluar rumah 🙅‍♀️,[]
2021-07-06 23:19:54,Bimo_kelana,"Lumajang, Indonesia",0,"Jersey printing Satuan desain custom bs krm slrh Indonesia 082228124999
#jerseyracing #jerseypencaksilat #jerseymerpati #jerseylayangan #bali #jerseybadminton #jerseyvolly #jersegaming #jerseyfutsal #ina #kaosracing #Jersey #PPKM https://t.co/9Fv3Okxqoq","[{'text': 'jerseyracing', 'indices': [72, 85]}, {'text': 'jerseypencaksilat', 'indices': [86, 104]}, {'text': 'jerseymerpati', 'indices': [105, 119]}, {'text': 'jerseylayangan', 'indices': [120, 135]}, {'text': 'bali', 'indices': [136, 141]}, {'text': 'jerseybadminton', 'indices': [142, 158]}, {'text': 'jerseyvolly', 'indices': [159, 171]}, {'text': 'jersegaming', 'indices': [172, 184]}, {'text': 'jerseyfutsal', 'indices': [185, 198]}, {'text': 'ina', 'indices': [199, 203]}, {'text': 'kaosracing', 'indices': [204, 215]}, {'text': 'Jersey', 'indices': [216, 223]}, {'text': 'PPKM', 'indices': [224, 229]}]"
